specimenID       plantName        Age(Generation)  totalHeight (cm) totalWidth (cm)  stemNumbers     
2661             -46.09           495.68           53.75            2.36            
2662             -27.29           541.06           53.75            3.14            
2663             -27.29           541.06           53.75            2.36            
2664             -27.29           541.06           53.75            1.57            
2665             18.10            559.86           53.75            2.36            
2666             18.10            559.86           53.75            1.57            
2667             18.10            559.86           53.75            0.79            
2668             25.32            562.86           53.75            3.14            
2669             25.32            562.86           53.75            2.36            
2670             25.32            562.86           53.75            1.57            
2671             70.71            581.66           53.75            2.36            
2672             70.71            581.66           53.75            1.57            
2673             70.71            581.66           53.75            0.79            
2674             116.10           562.86           53.75            1.57            
2675             116.10           562.86           53.75            0.79            
2676             116.10           562.86           53.75            0.00            
2677             123.33           559.86           53.75            2.36            
2678             123.33           559.86           53.75            1.57            
2679             123.33           559.86           53.75            0.79            
2680             168.71           541.06           53.75            1.57            
2681             168.71           541.06           53.75            0.79            
2682             168.71           541.06           53.75            0.00            
2683             187.51           495.68           53.75            0.79            
2684             187.51           495.68           53.75            0.00            
2685             187.51           495.68           53.75            -0.79           
2686             84.54            538.33           53.75            3.14            
2687             84.54            538.33           53.75            2.36            
2688             84.54            538.33           53.75            1.57            
2689             129.93           557.13           53.75            2.36            
2690             129.93           557.13           53.75            1.57            
2691             129.93           557.13           53.75            0.79            
2692             175.32           538.33           53.75            1.57            
2693             175.32           538.33           53.75            0.79            
2694             175.32           538.33           53.75            0.00            
2695             182.55           535.33           53.75            2.36            
2696             182.55           535.33           53.75            1.57            
2697             182.55           535.33           53.75            0.79            
2698             227.93           516.53           53.75            1.57            
2699             227.93           516.53           53.75            0.79            
2700             227.93           516.53           53.75            0.00            
2701             246.73           471.15           53.75            0.79            
2702             246.73           471.15           53.75            0.00            
2703             246.73           471.15           53.75            -0.79           
2704             249.73           463.92           53.75            1.57            
2705             249.73           463.92           53.75            0.79            
2706             249.73           463.92           53.75            0.00            
2707             268.53           418.53           53.75            0.79            
2708             268.53           418.53           53.75            0.00            
2709             268.53           418.53           53.75            -0.79           
2710             249.73           373.14           53.75            0.00            
2711             249.73           373.14           53.75            -0.79           
2712             249.73           373.14           53.75            -1.57           
2713             18.62            468.87           53.75            3.93            
2714             18.62            468.87           53.75            3.14            
2715             18.62            468.87           53.75            2.36            
2716             37.42            514.26           53.75            3.14            
2717             37.42            514.26           53.75            2.36            
2718             37.42            514.26           53.75            1.57            
2719             82.81            533.06           53.75            2.36            
2720             82.81            533.06           53.75            1.57            
2721             82.81            533.06           53.75            0.79            
2722             90.03            536.05           53.75            3.14            
2723             90.03            536.05           53.75            2.36            
2724             90.03            536.05           53.75            1.57            
2725             135.42           554.85           53.75            2.36            
2726             135.42           554.85           53.75            1.57            
2727             135.42           554.85           53.75            0.79            
2728             180.81           536.05           53.75            1.57            
2729             180.81           536.05           53.75            0.79            
2730             180.81           536.05           53.75            0.00            
2731             188.04           533.06           53.75            2.36            
2732             188.04           533.06           53.75            1.57            
2733             188.04           533.06           53.75            0.79            
2734             233.42           514.26           53.75            1.57            
2735             233.42           514.26           53.75            0.79            
2736             233.42           514.26           53.75            0.00            
2737             252.22           468.87           53.75            0.79            
2738             252.22           468.87           53.75            0.00            
2739             252.22           468.87           53.75            -0.79           
2740             149.25           511.52           53.75            3.14            
2741             149.25           511.52           53.75            2.36            
2742             149.25           511.52           53.75            1.57            
2743             194.64           530.32           53.75            2.36            
2744             194.64           530.32           53.75            1.57            
2745             194.64           530.32           53.75            0.79            
2746             240.03           511.52           53.75            1.57            
2747             240.03           511.52           53.75            0.79            
2748             240.03           511.52           53.75            0.00            
2749             247.26           508.53           53.75            2.36            
2750             247.26           508.53           53.75            1.57            
2751             247.26           508.53           53.75            0.79            
2752             292.64           489.73           53.75            1.57            
2753             292.64           489.73           53.75            0.79            
2754             292.64           489.73           53.75            0.00            
2755             311.44           444.34           53.75            0.79            
2756             311.44           444.34           53.75            0.00            
2757             311.44           444.34           53.75            -0.79           
2758             314.44           437.11           53.75            1.57            
2759             314.44           437.11           53.75            0.79            
2760             314.44           437.11           53.75            0.00            
2761             333.24           391.73           53.75            0.79            
2762             333.24           391.73           53.75            0.00            
2763             333.24           391.73           53.75            -0.79           
2764             314.44           346.34           53.75            0.00            
2765             314.44           346.34           53.75            -0.79           
2766             314.44           346.34           53.75            -1.57           
2767             271.78           449.31           53.75            2.36            
2768             271.78           449.31           53.75            1.57            
2769             271.78           449.31           53.75            0.79            
2770             317.17           430.51           53.75            1.57            
2771             317.17           430.51           53.75            0.79            
2772             317.17           430.51           53.75            0.00            
2773             335.97           385.12           53.75            0.79            
2774             335.97           385.12           53.75            0.00            
2775             335.97           385.12           53.75            -0.79           
2776             338.97           377.89           53.75            1.57            
2777             338.97           377.89           53.75            0.79            
2778             338.97           377.89           53.75            0.00            
2779             357.76           332.51           53.75            0.79            
2780             357.76           332.51           53.75            0.00            
2781             357.76           332.51           53.75            -0.79           
2782             338.97           287.12           53.75            0.00            
2783             338.97           287.12           53.75            -0.79           
2784             338.97           287.12           53.75            -1.57           
2785             335.97           279.89           53.75            0.79            
2786             335.97           279.89           53.75            0.00            
2787             335.97           279.89           53.75            -0.79           
2788             317.17           234.51           53.75            0.00            
2789             317.17           234.51           53.75            -0.79           
2790             317.17           234.51           53.75            -1.57           
2791             271.78           215.71           53.75            -0.79           
2792             271.78           215.71           53.75            -1.57           
2793             271.78           215.71           53.75            -2.36           
2794             -39.65           344.71           53.75            4.71            
2795             -39.65           344.71           53.75            3.93            
2796             -39.65           344.71           53.75            3.14            
2797             -58.45           390.10           53.75            3.93            
2798             -58.45           390.10           53.75            3.14            
2799             -58.45           390.10           53.75            2.36            
2800             -39.65           435.48           53.75            3.14            
2801             -39.65           435.48           53.75            2.36            
2802             -39.65           435.48           53.75            1.57            
2803             -36.66           442.71           53.75            3.93            
2804             -36.66           442.71           53.75            3.14            
2805             -36.66           442.71           53.75            2.36            
2806             -17.86           488.10           53.75            3.14            
2807             -17.86           488.10           53.75            2.36            
2808             -17.86           488.10           53.75            1.57            
2809             27.53            506.90           53.75            2.36            
2810             27.53            506.90           53.75            1.57            
2811             27.53            506.90           53.75            0.79            
2812             34.76            509.89           53.75            3.14            
2813             34.76            509.89           53.75            2.36            
2814             34.76            509.89           53.75            1.57            
2815             80.14            528.69           53.75            2.36            
2816             80.14            528.69           53.75            1.57            
2817             80.14            528.69           53.75            0.79            
2818             125.53           509.89           53.75            1.57            
2819             125.53           509.89           53.75            0.79            
2820             125.53           509.89           53.75            0.00            
2821             22.56            467.24           53.75            3.93            
2822             22.56            467.24           53.75            3.14            
2823             22.56            467.24           53.75            2.36            
2824             41.36            512.63           53.75            3.14            
2825             41.36            512.63           53.75            2.36            
2826             41.36            512.63           53.75            1.57            
2827             86.75            531.43           53.75            2.36            
2828             86.75            531.43           53.75            1.57            
2829             86.75            531.43           53.75            0.79            
2830             93.98            534.42           53.75            3.14            
2831             93.98            534.42           53.75            2.36            
2832             93.98            534.42           53.75            1.57            
2833             139.36           553.22           53.75            2.36            
2834             139.36           553.22           53.75            1.57            
2835             139.36           553.22           53.75            0.79            
2836             184.75           534.42           53.75            1.57            
2837             184.75           534.42           53.75            0.79            
2838             184.75           534.42           53.75            0.00            
2839             191.98           531.43           53.75            2.36            
2840             191.98           531.43           53.75            1.57            
2841             191.98           531.43           53.75            0.79            
2842             237.36           512.63           53.75            1.57            
2843             237.36           512.63           53.75            0.79            
2844             237.36           512.63           53.75            0.00            
2845             256.16           467.24           53.75            0.79            
2846             256.16           467.24           53.75            0.00            
2847             256.16           467.24           53.75            -0.79           
2848             153.19           509.89           53.75            3.14            
2849             153.19           509.89           53.75            2.36            
2850             153.19           509.89           53.75            1.57            
2851             198.58           528.69           53.75            2.36            
2852             198.58           528.69           53.75            1.57            
2853             198.58           528.69           53.75            0.79            
2854             243.97           509.89           53.75            1.57            
2855             243.97           509.89           53.75            0.79            
2856             243.97           509.89           53.75            0.00            
2857             251.20           506.90           53.75            2.36            
2858             251.20           506.90           53.75            1.57            
2859             251.20           506.90           53.75            0.79            
2860             296.58           488.10           53.75            1.57            
2861             296.58           488.10           53.75            0.79            
2862             296.58           488.10           53.75            0.00            
2863             315.38           442.71           53.75            0.79            
2864             315.38           442.71           53.75            0.00            
2865             315.38           442.71           53.75            -0.79           
2866             318.38           435.48           53.75            1.57            
2867             318.38           435.48           53.75            0.79            
2868             318.38           435.48           53.75            0.00            
2869             337.18           390.10           53.75            0.79            
2870             337.18           390.10           53.75            0.00            
2871             337.18           390.10           53.75            -0.79           
2872             318.38           344.71           53.75            0.00            
2873             318.38           344.71           53.75            -0.79           
2874             318.38           344.71           53.75            -1.57           
2875             87.27            440.44           53.75            3.93            
2876             87.27            440.44           53.75            3.14            
2877             87.27            440.44           53.75            2.36            
2878             106.07           485.82           53.75            3.14            
2879             106.07           485.82           53.75            2.36            
2880             106.07           485.82           53.75            1.57            
2881             151.46           504.62           53.75            2.36            
2882             151.46           504.62           53.75            1.57            
2883             151.46           504.62           53.75            0.79            
2884             158.69           507.62           53.75            3.14            
2885             158.69           507.62           53.75            2.36            
2886             158.69           507.62           53.75            1.57            
2887             204.07           526.42           53.75            2.36            
2888             204.07           526.42           53.75            1.57            
2889             204.07           526.42           53.75            0.79            
2890             249.46           507.62           53.75            1.57            
2891             249.46           507.62           53.75            0.79            
2892             249.46           507.62           53.75            0.00            
2893             256.69           504.62           53.75            2.36            
2894             256.69           504.62           53.75            1.57            
2895             256.69           504.62           53.75            0.79            
2896             302.07           485.82           53.75            1.57            
2897             302.07           485.82           53.75            0.79            
2898             302.07           485.82           53.75            0.00            
2899             320.87           440.44           53.75            0.79            
2900             320.87           440.44           53.75            0.00            
2901             320.87           440.44           53.75            -0.79           
2902             217.90           483.09           53.75            3.14            
2903             217.90           483.09           53.75            2.36            
2904             217.90           483.09           53.75            1.57            
2905             263.29           501.89           53.75            2.36            
2906             263.29           501.89           53.75            1.57            
2907             263.29           501.89           53.75            0.79            
2908             308.68           483.09           53.75            1.57            
2909             308.68           483.09           53.75            0.79            
2910             308.68           483.09           53.75            0.00            
2911             315.91           480.09           53.75            2.36            
2912             315.91           480.09           53.75            1.57            
2913             315.91           480.09           53.75            0.79            
2914             361.29           461.29           53.75            1.57            
2915             361.29           461.29           53.75            0.79            
2916             361.29           461.29           53.75            0.00            
2917             380.09           415.91           53.75            0.79            
2918             380.09           415.91           53.75            0.00            
2919             380.09           415.91           53.75            -0.79           
2920             383.09           408.68           53.75            1.57            
2921             383.09           408.68           53.75            0.79            
2922             383.09           408.68           53.75            0.00            
2923             401.89           363.29           53.75            0.79            
2924             401.89           363.29           53.75            0.00            
2925             401.89           363.29           53.75            -0.79           
2926             383.09           317.90           53.75            0.00            
2927             383.09           317.90           53.75            -0.79           
2928             383.09           317.90           53.75            -1.57           
2929             340.44           420.87           53.75            2.36            
2930             340.44           420.87           53.75            1.57            
2931             340.44           420.87           53.75            0.79            
2932             385.82           402.07           53.75            1.57            
2933             385.82           402.07           53.75            0.79            
2934             385.82           402.07           53.75            0.00            
2935             404.62           356.69           53.75            0.79            
2936             404.62           356.69           53.75            0.00            
2937             404.62           356.69           53.75            -0.79           
2938             407.62           349.46           53.75            1.57            
2939             407.62           349.46           53.75            0.79            
2940             407.62           349.46           53.75            0.00            
2941             426.42           304.07           53.75            0.79            
2942             426.42           304.07           53.75            0.00            
2943             426.42           304.07           53.75            -0.79           
2944             407.62           258.69           53.75            0.00            
2945             407.62           258.69           53.75            -0.79           
2946             407.62           258.69           53.75            -1.57           
2947             404.62           251.46           53.75            0.79            
2948             404.62           251.46           53.75            0.00            
2949             404.62           251.46           53.75            -0.79           
2950             385.82           206.07           53.75            0.00            
2951             385.82           206.07           53.75            -0.79           
2952             385.82           206.07           53.75            -1.57           
2953             340.44           187.27           53.75            -0.79           
2954             340.44           187.27           53.75            -1.57           
2955             340.44           187.27           53.75            -2.36           
2956             244.71           418.38           53.75            3.14            
2957             244.71           418.38           53.75            2.36            
2958             244.71           418.38           53.75            1.57            
2959             290.10           437.18           53.75            2.36            
2960             290.10           437.18           53.75            1.57            
2961             290.10           437.18           53.75            0.79            
2962             335.48           418.38           53.75            1.57            
2963             335.48           418.38           53.75            0.79            
2964             335.48           418.38           53.75            0.00            
2965             342.71           415.38           53.75            2.36            
2966             342.71           415.38           53.75            1.57            
2967             342.71           415.38           53.75            0.79            
2968             388.10           396.58           53.75            1.57            
2969             388.10           396.58           53.75            0.79            
2970             388.10           396.58           53.75            0.00            
2971             406.90           351.20           53.75            0.79            
2972             406.90           351.20           53.75            0.00            
2973             406.90           351.20           53.75            -0.79           
2974             409.89           343.97           53.75            1.57            
2975             409.89           343.97           53.75            0.79            
2976             409.89           343.97           53.75            0.00            
2977             428.69           298.58           53.75            0.79            
2978             428.69           298.58           53.75            0.00            
2979             428.69           298.58           53.75            -0.79           
2980             409.89           253.19           53.75            0.00            
2981             409.89           253.19           53.75            -0.79           
2982             409.89           253.19           53.75            -1.57           
2983             367.24           356.16           53.75            2.36            
2984             367.24           356.16           53.75            1.57            
2985             367.24           356.16           53.75            0.79            
2986             412.63           337.36           53.75            1.57            
2987             412.63           337.36           53.75            0.79            
2988             412.63           337.36           53.75            0.00            
2989             431.43           291.98           53.75            0.79            
2990             431.43           291.98           53.75            0.00            
2991             431.43           291.98           53.75            -0.79           
2992             434.42           284.75           53.75            1.57            
2993             434.42           284.75           53.75            0.79            
2994             434.42           284.75           53.75            0.00            
2995             453.22           239.36           53.75            0.79            
2996             453.22           239.36           53.75            0.00            
2997             453.22           239.36           53.75            -0.79           
2998             434.42           193.98           53.75            0.00            
2999             434.42           193.98           53.75            -0.79           
3000             434.42           193.98           53.75            -1.57           
3001             431.43           186.75           53.75            0.79            
3002             431.43           186.75           53.75            0.00            
3003             431.43           186.75           53.75            -0.79           
3004             412.63           141.36           53.75            0.00            
3005             412.63           141.36           53.75            -0.79           
3006             412.63           141.36           53.75            -1.57           
3007             367.24           122.56           53.75            -0.79           
3008             367.24           122.56           53.75            -1.57           
3009             367.24           122.56           53.75            -2.36           
3010             409.89           225.53           53.75            1.57            
3011             409.89           225.53           53.75            0.79            
3012             409.89           225.53           53.75            0.00            
3013             428.69           180.14           53.75            0.79            
3014             428.69           180.14           53.75            0.00            
3015             428.69           180.14           53.75            -0.79           
3016             409.89           134.76           53.75            0.00            
3017             409.89           134.76           53.75            -0.79           
3018             409.89           134.76           53.75            -1.57           
3019             406.90           127.53           53.75            0.79            
3020             406.90           127.53           53.75            0.00            
3021             406.90           127.53           53.75            -0.79           
3022             388.10           82.14            53.75            0.00            
3023             388.10           82.14            53.75            -0.79           
3024             388.10           82.14            53.75            -1.57           
3025             342.71           63.34            53.75            -0.79           
3026             342.71           63.34            53.75            -1.57           
3027             342.71           63.34            53.75            -2.36           
3028             335.48           60.35            53.75            0.00            
3029             335.48           60.35            53.75            -0.79           
3030             335.48           60.35            53.75            -1.57           
3031             290.10           41.55            53.75            -0.79           
3032             290.10           41.55            53.75            -1.57           
3033             290.10           41.55            53.75            -2.36           
3034             244.71           60.35            53.75            -1.57           
3035             244.71           60.35            53.75            -2.36           
3036             244.71           60.35            53.75            -3.14           
3037             115.71           371.78           53.75            3.93            
3038             115.71           371.78           53.75            3.14            
3039             115.71           371.78           53.75            2.36            
3040             134.51           417.17           53.75            3.14            
3041             134.51           417.17           53.75            2.36            
3042             134.51           417.17           53.75            1.57            
3043             179.89           435.97           53.75            2.36            
3044             179.89           435.97           53.75            1.57            
3045             179.89           435.97           53.75            0.79            
3046             187.12           438.97           53.75            3.14            
3047             187.12           438.97           53.75            2.36            
3048             187.12           438.97           53.75            1.57            
3049             232.51           457.76           53.75            2.36            
3050             232.51           457.76           53.75            1.57            
3051             232.51           457.76           53.75            0.79            
3052             277.89           438.97           53.75            1.57            
3053             277.89           438.97           53.75            0.79            
3054             277.89           438.97           53.75            0.00            
3055             285.12           435.97           53.75            2.36            
3056             285.12           435.97           53.75            1.57            
3057             285.12           435.97           53.75            0.79            
3058             330.51           417.17           53.75            1.57            
3059             330.51           417.17           53.75            0.79            
3060             330.51           417.17           53.75            0.00            
3061             349.31           371.78           53.75            0.79            
3062             349.31           371.78           53.75            0.00            
3063             349.31           371.78           53.75            -0.79           
3064             246.34           414.44           53.75            3.14            
3065             246.34           414.44           53.75            2.36            
3066             246.34           414.44           53.75            1.57            
3067             291.73           433.24           53.75            2.36            
3068             291.73           433.24           53.75            1.57            
3069             291.73           433.24           53.75            0.79            
3070             337.11           414.44           53.75            1.57            
3071             337.11           414.44           53.75            0.79            
3072             337.11           414.44           53.75            0.00            
3073             344.34           411.44           53.75            2.36            
3074             344.34           411.44           53.75            1.57            
3075             344.34           411.44           53.75            0.79            
3076             389.73           392.64           53.75            1.57            
3077             389.73           392.64           53.75            0.79            
3078             389.73           392.64           53.75            0.00            
3079             408.53           347.26           53.75            0.79            
3080             408.53           347.26           53.75            0.00            
3081             408.53           347.26           53.75            -0.79           
3082             411.52           340.03           53.75            1.57            
3083             411.52           340.03           53.75            0.79            
3084             411.52           340.03           53.75            0.00            
3085             430.32           294.64           53.75            0.79            
3086             430.32           294.64           53.75            0.00            
3087             430.32           294.64           53.75            -0.79           
3088             411.52           249.25           53.75            0.00            
3089             411.52           249.25           53.75            -0.79           
3090             411.52           249.25           53.75            -1.57           
3091             368.87           352.22           53.75            2.36            
3092             368.87           352.22           53.75            1.57            
3093             368.87           352.22           53.75            0.79            
3094             414.26           333.42           53.75            1.57            
3095             414.26           333.42           53.75            0.79            
3096             414.26           333.42           53.75            0.00            
3097             433.06           288.04           53.75            0.79            
3098             433.06           288.04           53.75            0.00            
3099             433.06           288.04           53.75            -0.79           
3100             436.05           280.81           53.75            1.57            
3101             436.05           280.81           53.75            0.79            
3102             436.05           280.81           53.75            0.00            
3103             454.85           235.42           53.75            0.79            
3104             454.85           235.42           53.75            0.00            
3105             454.85           235.42           53.75            -0.79           
3106             436.05           190.03           53.75            0.00            
3107             436.05           190.03           53.75            -0.79           
3108             436.05           190.03           53.75            -1.57           
3109             433.06           182.81           53.75            0.79            
3110             433.06           182.81           53.75            0.00            
3111             433.06           182.81           53.75            -0.79           
3112             414.26           137.42           53.75            0.00            
3113             414.26           137.42           53.75            -0.79           
3114             414.26           137.42           53.75            -1.57           
3115             368.87           118.62           53.75            -0.79           
3116             368.87           118.62           53.75            -1.57           
3117             368.87           118.62           53.75            -2.36           
3118             273.14           349.73           53.75            3.14            
3119             273.14           349.73           53.75            2.36            
3120             273.14           349.73           53.75            1.57            
3121             318.53           368.53           53.75            2.36            
3122             318.53           368.53           53.75            1.57            
3123             318.53           368.53           53.75            0.79            
3124             363.92           349.73           53.75            1.57            
3125             363.92           349.73           53.75            0.79            
3126             363.92           349.73           53.75            0.00            
3127             371.15           346.73           53.75            2.36            
3128             371.15           346.73           53.75            1.57            
3129             371.15           346.73           53.75            0.79            
3130             416.53           327.93           53.75            1.57            
3131             416.53           327.93           53.75            0.79            
3132             416.53           327.93           53.75            0.00            
3133             435.33           282.55           53.75            0.79            
3134             435.33           282.55           53.75            0.00            
3135             435.33           282.55           53.75            -0.79           
3136             438.33           275.32           53.75            1.57            
3137             438.33           275.32           53.75            0.79            
3138             438.33           275.32           53.75            0.00            
3139             457.13           229.93           53.75            0.79            
3140             457.13           229.93           53.75            0.00            
3141             457.13           229.93           53.75            -0.79           
3142             438.33           184.54           53.75            0.00            
3143             438.33           184.54           53.75            -0.79           
3144             438.33           184.54           53.75            -1.57           
3145             395.68           287.51           53.75            2.36            
3146             395.68           287.51           53.75            1.57            
3147             395.68           287.51           53.75            0.79            
3148             441.06           268.71           53.75            1.57            
3149             441.06           268.71           53.75            0.79            
3150             441.06           268.71           53.75            0.00            
3151             459.86           223.33           53.75            0.79            
3152             459.86           223.33           53.75            0.00            
3153             459.86           223.33           53.75            -0.79           
3154             462.86           216.10           53.75            1.57            
3155             462.86           216.10           53.75            0.79            
3156             462.86           216.10           53.75            0.00            
3157             481.66           170.71           53.75            0.79            
3158             481.66           170.71           53.75            0.00            
3159             481.66           170.71           53.75            -0.79           
3160             462.86           125.32           53.75            0.00            
3161             462.86           125.32           53.75            -0.79           
3162             462.86           125.32           53.75            -1.57           
3163             459.86           118.10           53.75            0.79            
3164             459.86           118.10           53.75            0.00            
3165             459.86           118.10           53.75            -0.79           
3166             441.06           72.71            53.75            0.00            
3167             441.06           72.71            53.75            -0.79           
3168             441.06           72.71            53.75            -1.57           
3169             395.68           53.91            53.75            -0.79           
3170             395.68           53.91            53.75            -1.57           
3171             395.68           53.91            53.75            -2.36           
3172             438.33           156.88           53.75            1.57            
3173             438.33           156.88           53.75            0.79            
3174             438.33           156.88           53.75            0.00            
3175             457.13           111.49           53.75            0.79            
3176             457.13           111.49           53.75            0.00            
3177             457.13           111.49           53.75            -0.79           
3178             438.33           66.11            53.75            0.00            
3179             438.33           66.11            53.75            -0.79           
3180             438.33           66.11            53.75            -1.57           
3181             435.33           58.88            53.75            0.79            
3182             435.33           58.88            53.75            0.00            
3183             435.33           58.88            53.75            -0.79           
3184             416.53           13.49            53.75            0.00            
3185             416.53           13.49            53.75            -0.79           
3186             416.53           13.49            53.75            -1.57           
3187             371.15           -5.31            53.75            -0.79           
3188             371.15           -5.31            53.75            -1.57           
3189             371.15           -5.31            53.75            -2.36           
3190             363.92           -8.30            53.75            0.00            
