stemID           locationX        locationY        length           radians         
22335            -104.37          453.76           53.33            2.97            
22336            -104.37          453.76           53.33            1.92            
22337            -104.37          453.76           53.33            2.09            
22338            -38.70           477.66           53.33            1.75            
22339            -38.70           477.66           53.33            1.92            
22340            -38.70           477.66           53.33            0.87            
22341            -38.70           477.66           53.33            1.05            
22342            -50.84           478.72           53.33            1.92            
22343            -50.84           478.72           53.33            2.09            
22344            -50.84           478.72           53.33            1.05            
22345            -50.84           478.72           53.33            1.22            
22346            58.50            459.44           53.33            1.57            
22347            58.50            459.44           53.33            1.75            
22348            58.50            459.44           53.33            0.70            
22349            58.50            459.44           53.33            0.87            
22350            46.74            462.60           53.33            1.75            
22351            46.74            462.60           53.33            1.92            
22352            46.74            462.60           53.33            0.87            
22353            46.74            462.60           53.33            1.05            
22354            100.27           417.68           53.33            0.70            
22355            100.27           417.68           53.33            0.87            
22356            100.27           417.68           53.33            -0.17           
22357            100.27           417.68           53.33            0.00            
22358            95.13            428.72           53.33            0.87            
22359            95.13            428.72           53.33            1.05            
22360            95.13            428.72           53.33            0.00            
22361            95.13            428.72           53.33            0.17            
22362            34.35            471.27           53.33            1.75            
22363            34.35            471.27           53.33            1.92            
22364            34.35            471.27           53.33            0.87            
22365            34.35            471.27           53.33            1.05            
22366            22.21            472.33           53.33            1.92            
22367            22.21            472.33           53.33            2.09            
22368            22.21            472.33           53.33            1.05            
22369            22.21            472.33           53.33            1.22            
22370            82.74            437.39           53.33            0.87            
22371            82.74            437.39           53.33            1.05            
22372            82.74            437.39           53.33            0.00            
22373            82.74            437.39           53.33            0.17            
